1, 285732832
2, 282509596
3, 249442232
4, 284977048
5, 260385496
6, 250274156
7, 268109288
8, 258141592
9, 274215512
10, 262779276
11, 250620228
12, 260705660
13, 254762632
14, 268128860
15, 251008544
16, 263698576
17, 250878960
18, 273658556
19, 255158604
20, 267929116
21, 252040084
22, 274594136
23, 286715424
24, 283075516
25, 253400164
26, 251225740
27, 251292360
28, 264724792
29, 252181180
30, 281386052
31, 254055848
32, 257066972
33, 251190884
34, 261607316
35, 252275060
36, 252504568
37, 251433124
38, 266141768
39, 265842004
40, 265651888
41, 265685260
42, 265248100
43, 265173068
44, 264144820
45, 264852140
46, 250388064
47, 251408148
48, 263519232
49, 263822484
50, 263906540
51, 263353072
52, 263635580
53, 263354740
54, 263115116
55, 263256176
56, 262715524
57, 262730088
58, 263067752
59, 263074372
60, 263089552
61, 263042472
62, 263019052
63, 263181420
64, 262976728
65, 262536824
66, 262727572
67, 262426476
68, 261882028
69, 262127688
70, 262193400
71, 262203912
72, 262979048
73, 262311656
74, 262260588
75, 262135032
76, 263776164
77, 261506156
78, 261743312
79, 261370192
80, 261593912
81, 261144360
82, 261677916
83, 261362276
84, 261977856
85, 263477848
86, 261847472
87, 261420980
88, 261711712
89, 262987292
90, 261284492
91, 261490356
92, 261584444
93, 261275748
94, 261372856
95, 263103732
96, 260935732
97, 260913948
98, 260898624
99, 261512384
