0,42
1,30
2,25
3,26
4,26
5,29
6,29
7,38
8,39
9,30
10,29
11,34
12,29
13,34
14,39
15,30
16,34
17,34
18,34
19,34
20,34
21,34
22,30
23,34
24,34
25,34
26,42
27,38
28,34
29,38
30,34
31,34
32,38
33,38
34,34
35,39
36,46
37,38
38,38
39,38
40,39
41,38
42,51
43,43
44,39
45,47
46,39
47,42
48,42
49,42
50,43
51,43
52,42
53,38
54,42
55,43
56,42
57,42
58,43
59,46
60,43
61,46
62,47
63,47
64,47
65,42
66,46
67,47
68,47
69,46
70,46
71,46
72,42
73,47
74,47
75,51
76,47
77,51
78,51
79,47
80,47
81,51
82,51
83,51
84,51
85,60
86,51
87,51
88,46
89,51
90,51
91,55
92,51
93,59
94,51
95,56
96,51
97,56
98,55
99,51
100,297
101,55
102,191
103,204
104,55
105,174
106,731
107,60
108,55
109,216
110,55
111,59
112,55
113,59
114,59
115,55
116,60
117,68
118,60
119,60
120,60
121,59
122,68
123,68
124,64
125,59
126,60
127,59
128,60
129,72
130,68
131,64
132,59
133,60
134,64
135,73
136,64
137,68
138,64
139,51
140,68
141,72
142,63
143,68
144,68
145,63
146,68
147,68
148,72
149,68
150,72
151,64
152,68
153,68
154,72
155,72
156,68
157,68
158,68
159,68
160,72
161,73
162,76
163,73
164,72
165,73
166,81
167,73
168,77
169,81
170,72
171,72
172,72
173,76
174,72
175,77
176,81
177,85
178,77
179,76
180,72
181,77
182,80
183,76
184,81
185,76
186,85
187,76
188,76
189,76
190,76
191,77
192,77
193,81
194,81
195,81
196,77
197,81
198,76
199,80
200,81
201,81
202,81
203,81
204,81
205,85
206,81
207,85
208,85
209,85
210,85
211,85
212,85
213,81
214,85
215,89
216,85
217,85
218,85
219,90
220,85
221,85
222,85
223,85
224,85
225,98
226,93
227,89
228,89
229,90
230,85
231,89
232,94
233,90
234,89
235,94
236,93
237,90
238,89
239,90
240,89
241,93
242,93
243,94
244,93
245,94
246,93
247,90
248,94
249,93
250,98
251,93
252,102
253,93
254,93
255,93
256,93
257,93
258,97
259,94
260,98
261,93
262,98
263,94
264,98
265,102
266,97
267,102
268,102
269,98
270,98
271,98
272,98
273,102
274,102
275,110
276,110
277,102
278,102
279,102
280,110
281,102
282,102
283,102
284,106
285,102
286,106
287,8356
288,106
289,110
290,115
291,111
292,106
293,102
294,106
295,107
296,102
297,106
298,111
299,107
300,107
301,106
302,110
303,106
304,106
305,111
306,111
307,110
308,111
309,114
310,110
311,110
312,106
313,110
314,110
315,119
316,114
317,115
318,111
319,111
320,128
321,115
322,115
323,115
324,114
325,111
326,114
327,110
328,115
329,114
330,119
331,115
332,119
333,115
334,119
335,123
336,123
337,115
338,119
339,128
340,119
341,119
342,115
343,119
344,119
345,127
346,119
347,123
348,119
349,119
350,119
351,119
352,119
353,124
354,123
355,132
356,123
357,124
358,123
359,123
360,128
361,123
362,136
363,124
364,124
365,128
366,123
367,123
368,123
369,127
370,124
371,128
372,123
373,128
374,132
375,276
376,289
377,127
378,128
379,127
380,127
381,175
382,127
383,127
384,132
385,128
386,128
387,132
388,140
389,128
390,132
391,132
392,131
393,132
394,132
395,145
396,136
397,136
398,131
399,140
400,191
401,136
402,204
403,136
404,178
405,136
406,132
407,175
408,136
409,187
410,136
411,136
412,183
413,140
414,140
415,179
416,145
417,140
418,183
419,174
420,149
421,157
422,136
423,144
424,182
425,629
426,144
427,165
428,149
429,187
430,144
431,192
432,140
433,187
434,153
435,162
436,272
437,144
438,144
439,140
440,149
441,145
442,170
443,178
444,182
445,144
446,144
447,149
448,204
449,187
450,187
451,149
452,212
453,183
454,187
455,196
456,161
457,153
458,183
459,200
460,200
461,182
462,153
463,178
464,174
465,183
466,196
467,243
468,204
469,195
470,196
471,196
472,213
473,200
474,200
475,200
476,153
477,187
478,196
479,187
480,195
481,199
482,200
483,196
484,200
485,200
486,196
487,196
488,204
489,243
490,204
491,204
492,204
493,204
494,200
495,196
496,178
497,196
498,200
499,200
